,f1,f2,f3,f4,f5,class
0,0.8876205971037129,0.18587486047475127,2.299473927527829,2.299473927527829,0.5813955919673294,1.0
1,0.7837438810519299,0.1637943612238766,2.2994798879383715,2.2994798879383715,0.5883403196761664,1.0
2,0.875872617506009,0.1547140544584838,2.2994769282446748,2.2994769282446748,0.5898015785196214,1.0
3,0.8812925856740729,0.13839574553848943,2.2994811987375785,2.2994811987375785,0.5929112114353411,1.0
4,0.798116360945708,0.12529079742046753,2.2994812987043174,2.2994812987043174,0.5953384362352346,1.0
5,0.831860954443177,0.19820820631425434,2.2994869914531986,2.2994869914531986,0.5807896871046989,1.0
6,1.013274292829218,0.12486406000245082,2.299485771882471,2.299485771882471,0.5941049938947371,1.0
7,0.8915295341031605,0.17079016972336022,2.2994896326871395,2.2994896326871395,0.5899561295536746,1.0
8,1.0433434403698443,0.13664707653618427,2.299489943868782,2.299489943868782,0.5920268324051722,1.0
9,0.5182579829665873,0.1074189751958133,2.299496133679018,2.299496133679018,0.5989073758369697,1.0
10,0.49304888213819315,0.09819009953511564,2.2994942023422245,2.2994942023422245,0.6019139352212965,1.0
11,0.630669611640058,0.19621792975810196,2.2995006146075325,2.2995006146075325,0.5845894405192263,1.0
12,0.6285012235640542,0.1527070200388536,2.2994976550330963,2.2994976550330963,0.5921362283359073,1.0
13,0.4451805670916309,0.10569210951584238,2.2994944931973693,2.2994944931973693,0.5984503649764993,1.0
14,0.4369276987533035,0.10061812378036115,2.2994925146486076,2.2994925146486076,0.6019139352212965,1.0
15,0.7348545658942804,0.19665778107933896,2.299494744855762,2.299494744855762,0.5838838182811685,1.0
16,0.4789515164162224,0.09886262059427667,2.2994936794237977,2.2994936794237977,0.6001086185777375,1.0
17,0.7504714318380917,0.23741595585652978,2.299498278616328,2.299498278616328,0.5836661210653031,1.0
18,0.5341858377073035,0.09547980450842561,2.2994954265642686,2.2994954265642686,0.6023430168029208,1.0
19,0.5417247538019017,0.11182988532331699,2.2994980417749895,2.2994980417749895,0.5967378871160306,1.0
20,0.7109117681863864,0.12834700377550945,2.299491998785312,2.299491998785312,0.5964291693033823,1.0
